1617994975,-6689.744899850742,-261.99887594737567,-1786.230141648428,-1.339575916197858,-4.7757601403004655,5.7388910392970205
1617994988,-6706.969414333051,-325.94479822475165,-1709.1615083644024,-1.2319590513521586,-4.771037130917591,5.767047716488658
1617995002,-6722.534557837777,-388.90602997689956,-1632.8359199925917,-1.1256168880346424,-4.765376541697897,5.793584947567336
1617995016,-6737.881371100948,-457.35667063280476,-1549.354359071277,-1.0095709532935107,-4.758080670173977,5.821095674974539
1617995032,-6752.81190775871,-532.4027281118564,-1457.2261081680444,-0.8818240327883385,-4.748708369476734,5.849644884597229
1617995047,-6765.1645034689855,-603.790274566046,-1369.0004871016276,-0.7597976349273167,-4.738451981568806,5.8752280877643654
1617995062,-6775.5469226645855,-674.0353319075932,-1281.6229427791523,-0.6392384023004093,-4.727074904909314,5.898893478085259
1617995076,-6783.642852381184,-739.6271750348728,-1199.5249572074313,-0.5262273257627772,-4.7152925253781435,5.919630552259854
1617995091,-6790.682217111386,-810.9765664855289,-1109.6584534464198,-0.40281231298677084,-4.701194751230611,5.940683685423916
1617995106,-6796.007256258788,-884.7556578021115,-1016.1102374080111,-0.2746595928272361,-4.6852002246824584,5.96079034920619
