1620838791,4468.456281620654,996.8978619452782,-4908.0365656144
1620838806,4479.619327714996,1108.354145826772,-4873.826020640158
1620838821,4489.36485589294,1218.8039869130298,-4838.348539166869
1620838837,4497.915531260764,1331.0866630169596,-4800.658811607619
1620838851,4504.77397450882,1438.0214029796446,-4763.2264181242035
1620838866,4510.403980793645,1545.8096392195177,-4723.959639327156
1620838881,4514.6868295373815,1652.3345921980572,-4683.619880720767
1620838895,4517.48537110744,1750.2327371327083,-4645.185811965386
1620838910,4519.311945669897,1860.225621160044,-4600.426599008566
1620838925,4519.7295116362775,1967.791867101867,-4555.017020780031
